	loan_rate_A	loan_rate_B	loan_rate_C	loan_rate_D	FEDFUNDS	diff1_loan_rate_A	diff1_loan_rate_B	diff1_loan_rate_C	diff1_loan_rate_D	diff1_FEDFUNDS	diff2_FEDFUNDS
2008-11-01	8.558787878787879	10.911111111111111	12.349166666666667	13.83516129032258	0.39	-0.05406926406926438	0.153777777777778	0.21891025641025763	0.15339658444022675	-0.58	0.2600000000000001
2008-12-01	9.199166666666667	11.432987012987013	12.764520547945205	14.423714285714285	0.16	0.6403787878787881	0.5218759018759016	0.4153538812785378	0.588552995391705	-0.23	0.35
2009-01-01	8.956065573770493	11.618840579710145	13.162727272727272	14.634807692307692	0.15	-0.24310109289617365	0.18585356672313225	0.3982067247820673	0.2110934065934078	-0.010000000000000009	0.22
2009-02-01	8.898615384615386	12.01972972972973	13.168222222222221	14.635967741935483	0.22	-0.05745018915510691	0.40088915001958547	0.005494949494948997	0.0011600496277903716	0.07	0.08000000000000002
2009-03-01	8.821111111111112	12.035806451612904	13.181999999999999	14.603529411764706	0.18	-0.07750427350427458	0.01607672188317366	0.013777777777777445	-0.03243833017077691	-0.04000000000000001	-0.11000000000000001
2009-04-01	8.685268817204301	12.012857142857143	13.133461538461539	14.720821917808218	0.15	-0.13584229390681024	-0.022949308755761066	-0.04853846153845964	0.11729250604351193	-0.03	0.010000000000000009
2009-05-01	8.944868421052632	11.619561403508772	13.155242718446601	14.541749999999999	0.18	0.25959960384833103	-0.39329573934837114	0.021781179985062238	-0.17907191780821918	0.03	0.06
2009-06-01	8.933404255319148	11.6745	13.11355140186916	14.507916666666667	0.21	-0.011464165733483966	0.0549385964912279	-0.04169131657744174	-0.03383333333333205	0.03	0.0
2009-07-01	8.965098039215686	11.591623931623932	13.06843137254902	14.669272727272727	0.16	0.03169378389653765	-0.08287606837606809	-0.04512002932013992	0.16135606060606023	-0.04999999999999999	-0.07999999999999999
2009-08-01	8.472935779816513	11.800933333333335	13.355959595959597	15.127391304347826	0.16	-0.4921622593991728	0.20930940170940282	0.28752822341057716	0.4581185770750995	0.0	0.04999999999999999
2009-09-01	8.443076923076923	11.84740506329114	13.55984	15.162857142857142	0.15	-0.029858856739590323	0.0464717299578048	0.20388040404040275	0.03546583850931562	-0.010000000000000009	-0.010000000000000009
2009-10-01	8.436535433070867	11.86804347826087	13.482191780821918	15.3096875	0.12	-0.006541490006055639	0.020638414969729624	-0.07764821917808185	0.14683035714285886	-0.03	-0.01999999999999999
2009-11-01	8.363513513513514	11.807222222222224	13.499345238095238	15.217190082644628	0.12	-0.0730219195573536	-0.06082125603864519	0.017153457273320072	-0.0924974173553732	0.0	0.03
2009-12-01	8.409424460431655	11.87390134529148	13.519559748427675	15.220645161290323	0.12	0.04591094691814135	0.06667912306925672	0.02021451033243693	0.0034550786456950533	0.0	0.0
2010-01-01	8.144044117647057	11.607019230769232	13.482960526315788	15.173942307692307	0.11	-0.26538034278459754	-0.2668821145222484	-0.03659922211188693	-0.04670285359801518	-0.009999999999999995	-0.009999999999999995
2010-02-01	7.517205882352941	10.687883817427387	13.35064705882353	15.231326530612245	0.13	-0.6268382352941169	-0.919135413341845	-0.13231346749225814	0.0573842229199375	0.020000000000000004	0.03
2010-03-01	7.457604790419162	10.6644	13.337486910994764	15.195703703703705	0.16	-0.059601091933778605	-0.02348381742738681	-0.01316014782876529	-0.035622826908539906	0.03	0.009999999999999995
2010-04-01	7.498095238095239	10.649088050314464	13.424000000000001	15.149999999999999	0.2	0.04049044767607679	-0.015311949685536064	0.08651308900523702	-0.045703703703706466	0.04000000000000001	0.010000000000000009
2010-05-01	7.4599090909090915	10.723706293706293	13.427931034482759	15.29125	0.2	-0.03818614718614732	0.07461824339182854	0.003931034482757667	0.1412500000000012	0.0	-0.04000000000000001
2010-06-01	7.52636752136752	11.225825242718447	13.756233766233766	15.530058823529412	0.18	0.06645843045842881	0.5021189490121536	0.3283027317510072	0.23880882352941235	-0.020000000000000018	-0.020000000000000018
2010-07-01	7.45978102189781	11.22090909090909	13.86310606060606	15.569890710382513	0.18	-0.06658649946971007	-0.004916151809355895	0.10687229437229462	0.039831886853100684	0.0	0.020000000000000018
2010-08-01	7.452052631578947	11.248456973293768	13.835163636363637	15.517061855670104	0.19	-0.007728390318863632	0.027547882384677536	-0.02794242424242377	-0.05282885471240917	0.010000000000000009	0.010000000000000009
2010-09-01	7.498099173553719	11.170552325581395	13.797773279352228	15.597903225806451	0.19	0.046046541974772204	-0.07790464771237282	-0.03739035701140914	0.08084137013634773	0.0	-0.010000000000000009
2010-10-01	6.891980519480519	10.575714285714286	13.492008368200837	15.294080459770115	0.19	-0.6061186540731995	-0.5948380398671098	-0.3057649111513907	-0.30382276603633684	0.0	0.0
2010-11-01	6.3666201117318435	9.736618497109827	12.948222222222222	14.853270440251572	0.19	-0.5253604077486758	-0.8390957886044585	-0.5437861459786149	-0.44081001951854226	0.0	0.0
2010-12-01	6.319193954659949	9.722658959537572	12.96254752851711	14.805481927710844	0.18	-0.04742615707189479	-0.013959537572254987	0.014325306294887596	-0.04778851254072869	-0.010000000000000009	-0.010000000000000009
2011-01-01	6.582382133995036	10.1541475826972	13.06860655737705	15.108478260869566	0.17	0.26318817933508765	0.43148862315962866	0.10605902885994034	0.3029963331587222	-0.009999999999999981	2.7755575615628914e-17
2011-02-01	6.80948717948718	10.467368421052631	13.297196261682243	15.395933333333332	0.16	0.22710504549214328	0.3132208383554307	0.2285897043051932	0.2874550724637661	-0.010000000000000009	-2.7755575615628914e-17
2011-03-01	6.834241573033709	10.474313253012049	13.317777777777778	15.337074468085106	0.14	0.024754393546529307	0.006944831959417641	0.02058151609553427	-0.05885886524822581	-0.01999999999999999	-0.009999999999999981
2011-04-01	6.847228260869565	10.450381526104417	13.228860294117647	15.29950226244344	0.1	0.012986687835856436	-0.02393172690763201	-0.08891748366013097	-0.0375722056416663	-0.04000000000000001	-0.020000000000000018
2011-05-01	7.165149253731343	11.099935760171306	13.817382352941175	16.48267716535433	0.09	0.31792099286177766	0.6495542340668887	0.5885220588235285	1.1831749029108884	-0.010000000000000009	0.03
2011-06-01	7.018872651356993	11.108265682656826	13.876910112359552	16.51079831932773	0.09	-0.1462766023743498	0.008329922485520669	0.05952775941837629	0.028121153973401647	0.0	0.010000000000000009
2011-07-01	7.083340563991324	11.067542955326461	13.886373937677055	16.48506172839506	0.07	0.06446791263433038	-0.040722727330365416	0.00946382531750345	-0.02573659093267011	-0.01999999999999999	-0.01999999999999999
2011-08-01	7.0728650646950095	11.086491228070177	13.819787234042554	16.492789855072466	0.1	-0.010475499296314084	0.018948272743715577	-0.06658670363450092	0.007728126677406522	0.03	0.04999999999999999
2011-09-01	7.084527131782947	11.254157814871016	14.151633802816901	16.680548523206753	0.08	0.011662067087937267	0.16766658680083957	0.33184656877434726	0.1877586681342862	-0.020000000000000004	-0.05
2011-10-01	7.351312410841655	11.598674121405752	14.406036036036037	17.25779661016949	0.07	0.2667852790587082	0.34451630653473586	0.25440223321913535	0.5772480869627366	-0.009999999999999995	0.010000000000000009
2011-11-01	7.4149581239531	11.555904628330996	14.424929906542056	17.232988505747123	0.08	0.06364571311144473	-0.04276949307475597	0.01889387050601954	-0.02480810442236603	0.009999999999999995	0.01999999999999999
2011-12-01	7.589288888888889	11.589472222222222	14.50002105263158	17.223344155844156	0.07	0.1743307649357897	0.033567593891225656	0.07509114608952316	-0.009644349902966809	-0.009999999999999995	-0.01999999999999999
2012-01-01	7.525056980056981	11.635782556750298	14.443313953488373	17.08759375	0.08	-0.06423190883190877	0.046310334528076424	-0.05670709914320682	-0.13575040584415632	0.009999999999999995	0.01999999999999999
2012-02-01	7.610733695652174	11.597185929648242	14.58754756871036	17.420031746031743	0.1	0.08567671559519319	-0.03859662710205569	0.14423361522198697	0.33243799603174295	0.020000000000000004	0.010000000000000009
2012-03-01	7.579030100334449	11.886394763343404	14.80486220472441	18.253422818791943	0.13	-0.03170359531772515	0.28920883369516126	0.21731463601405032	0.8333910727602003	0.03	0.009999999999999995
2012-04-01	7.5876	11.925473321858863	14.861176470588235	18.16556786703601	0.14	0.00856989966555144	0.039078558515459605	0.0563142658638256	-0.08785495175593283	0.010000000000000009	-0.01999999999999999
2012-05-01	7.476845102505695	12.016376554174066	14.810244252873563	18.233905472636817	0.16	-0.11075489749430556	0.09090323231520259	-0.05093221771467249	0.06833760560080648	0.01999999999999999	0.009999999999999981
2012-06-01	7.5403636363636375	12.15405750798722	14.900022573363431	18.17427304964539	0.16	0.06351853385794293	0.13768095381315426	0.08977832048986834	-0.05963242299142735	0.0	-0.01999999999999999
2012-07-01	7.6588717339667465	12.227395115842203	15.313709677419354	18.569943181818182	0.16	0.11850809760310899	0.07333760785498278	0.41368710405592246	0.3956701321727927	0.0	0.0
2012-08-01	7.574986474301172	12.34835970464135	15.457079288025891	18.649875862068967	0.13	-0.08388525966557481	0.12096458879914707	0.14336961060653763	0.07993268025078493	-0.03	-0.03
2012-09-01	7.596716681376876	12.335429844097996	15.458238267148014	18.6446126340882	0.14	0.021730207075703944	-0.012929860543353655	0.0011589791221222612	-0.005263227980766061	0.010000000000000009	0.04000000000000001
2012-10-01	7.683201877934273	12.275302245250431	15.453846710050616	18.670659574468083	0.16	0.08648519655739761	-0.06012759884756491	-0.00439155709739758	0.026046940379881534	0.01999999999999999	0.009999999999999981
2012-11-01	7.61423155737705	12.337397568662764	15.451	18.65142300194932	0.16	-0.06897032055722363	0.062095323412332704	-0.002846710050615542	-0.019236572518764206	0.0	-0.01999999999999999
2012-12-01	7.822746823069404	12.1065440464666	15.75559186189889	18.592207478890227	0.16	0.20851526569235457	-0.2308535221961634	0.3045918618988903	-0.05921552305909117	0.0	0.0
2013-01-01	7.752121546961326	12.137295401402962	15.77893272635306	18.554923913043478	0.14	-0.07062527610807834	0.030751354936361608	0.02334086445416972	-0.03728356584674941	-0.01999999999999999	-0.01999999999999999
2013-02-01	7.698670360110803	12.109676284306826	15.784549549549547	18.576124721603563	0.15	-0.053451186850522525	-0.027619117096136847	0.00561682319648682	0.021200808560084994	0.009999999999999981	0.02999999999999997
2013-03-01	7.720320610687024	12.052285819793205	15.80080592105263	18.641330998248684	0.14	0.021650250576220387	-0.05739046451362029	0.01625637150308279	0.06520627664512091	-0.009999999999999981	-0.019999999999999962
2013-04-01	7.946095025983668	12.05531282405807	15.81847364568082	18.610517928286853	0.15	0.22577441529664455	0.0030270042648652407	0.017667724628189774	-0.03081306996183031	0.009999999999999981	0.019999999999999962
2013-05-01	7.573445527015058	12.067179799209006	15.781325174825174	18.6713679245283	0.11	-0.37264949896861044	0.011866975150935488	-0.03714847085564621	0.06084999624144771	-0.039999999999999994	-0.049999999999999975
2013-06-01	7.520518828451883	11.944434831147083	15.796356209150327	18.66170493685419	0.09	-0.05292669856317467	-0.12274496806192303	0.015031034325152959	-0.00966298767411189	-0.020000000000000004	0.01999999999999999
2013-07-01	7.605866466616654	11.357245404868356	15.23495371752762	18.689437963944854	0.09	0.08534763816477131	-0.5871894262787265	-0.5614024916227063	0.027733027090665274	0.0	0.020000000000000004
2013-08-01	7.606510948905109	11.37418853255588	15.196370835608956	18.714716883116886	0.08	0.0006444822884548174	0.01694312768752404	-0.038582881918664214	0.025278919172031067	-0.009999999999999995	-0.009999999999999995
2013-09-01	7.695094055680964	11.49977115613826	15.379319657231889	18.779754016064256	0.08	0.08858310677585468	0.12558262358238004	0.1829488216229329	0.06503713294737068	0.0	0.009999999999999995
2013-10-01	7.8066564417177915	11.753876332622601	15.673991344073094	18.88925198690977	0.09	0.11156238603682755	0.25410517648434094	0.29467168684120537	0.10949797084551349	0.009999999999999995	0.009999999999999995
2013-11-01	7.837439117199391	11.892656587473002	15.553595594020457	18.89677792612372	0.08	0.030782675481599853	0.1387802548504009	-0.12039575005263714	0.007525939213948618	-0.009999999999999995	-0.01999999999999999
2013-12-01	7.888719008264463	11.915244541484716	15.146307539188854	18.39415185783522	0.09	0.05127989106507158	0.022587954011713762	-0.4072880548316036	-0.5026260682884995	0.009999999999999995	0.01999999999999999
2014-01-01	7.884319131161237	11.903197773972602	15.017733510402833	18.154655041698256	0.07	-0.004399877103225869	-0.012046767512114087	-0.1285740287860211	-0.23949681613696328	-0.01999999999999999	-0.029999999999999985
2014-02-01	7.84595130748422	11.806563223714683	14.829327827483368	18.013829250720462	0.07	-0.0383678236770173	-0.09663455025791912	-0.18840568291946447	-0.14082579097779302	0.0	0.01999999999999999
2014-03-01	7.881642651296831	11.75884096438841	14.674028332003191	17.929929601072747	0.08	0.03569134381261119	-0.04772225932627272	-0.15529949548017719	-0.08389964964771579	0.009999999999999995	0.009999999999999995
2014-04-01	7.886479457218244	11.759009712435725	14.685187592867758	17.975035360678923	0.09	0.004836805921413223	0.00016874804731514814	0.011159260864566534	0.045105759606176576	0.009999999999999995	0.0
2014-05-01	7.529020283199388	11.264750000000001	14.191762042738139	17.158339091150676	0.09	-0.35745917401885574	-0.4942597124357242	-0.49342555012961853	-0.8166962695282471	0.0	-0.009999999999999995
2014-06-01	7.351805118994163	11.008507223113964	13.938348755911989	16.76545196134167	0.1	-0.17721516420522576	-0.2562427768860367	-0.2534132868261505	-0.3928871298090044	0.010000000000000009	0.010000000000000009
2014-07-01	7.351720283533261	10.991443699731903	13.962106592877767	16.78448344701381	0.09	-8.483546090154448e-05	-0.01706352338206152	0.023757836965778267	0.019031485672137194	-0.010000000000000009	-0.020000000000000018
2014-08-01	7.305786460087572	10.92469630557295	13.931857451403888	16.821789838337182	0.09	-0.04593382344568919	-0.06674739415895381	-0.03024914147387925	0.03730639132337288	0.0	0.010000000000000009
2014-09-01	7.1805243268776575	10.92935610522183	13.932417061611375	16.81521568627451	0.09	-0.12526213320991442	0.004659799648880636	0.0005596102074871823	-0.0065741520626723116	0.0	0.0
2014-10-01	7.313578708946773	10.99294086810652	13.902686392661211	16.741794034723252	0.09	0.13305438206911546	0.06358476288469106	-0.02973066895016352	-0.07342165155125713	0.0	0.0
2014-11-01	7.341760975609756	10.609953738248024	13.599219115824267	16.518561545801525	0.09	0.028182266662983402	-0.38298712985849725	-0.30346727683694397	-0.22323248892172742	0.0	0.0
2014-12-01	7.2349226160758855	10.451943852167734	13.558856439127377	16.457166246851386	0.12	-0.10683835953387089	-0.15800988608028987	-0.04036267669689053	-0.06139529895013851	0.03	0.03
2015-01-01	7.284862446138549	10.523150939274792	13.580668403647659	16.49141867927715	0.11	0.049939830062663226	0.0712070871070587	0.02181196452028189	0.034252432425763146	-0.009999999999999995	-0.039999999999999994
2015-02-01	7.126818078064369	10.230664872566091	13.3875424992544	16.665386680988185	0.11	-0.15804436807417943	-0.29248606670870103	-0.19312590439325916	0.17396800171103521	0.0	0.009999999999999995
2015-03-01	7.053031877213695	10.09241054613936	13.314671177266575	16.752682622787333	0.11	-0.073786200850674	-0.13825432642673086	-0.07287132198782409	0.08729594179914812	0.0	0.0
2015-04-01	7.028140703517588	10.05959205467749	13.339224530168151	16.770982191041554	0.12	-0.024891173696107494	-0.03281849146187099	0.024553352901575565	0.0182995682542213	0.009999999999999995	0.009999999999999995
2015-05-01	6.942790697674418	10.075693915181315	13.309596621846872	16.8081057178116	0.12	-0.08535000584316954	0.01610186050382545	-0.02962790832127915	0.0371235267700456	0.0	-0.009999999999999995
2015-06-01	6.924908338261384	10.016840254294603	13.311009585459978	16.775532012897283	0.13	-0.01788235941303462	-0.05885366088671162	0.0014129636131059442	-0.03257370491431644	0.010000000000000009	0.010000000000000009
2015-07-01	6.846263779016989	9.973752109959007	13.315842231914575	16.76153384747215	0.13	-0.07864455924439451	-0.04308814433559682	0.004832646454596912	-0.013998165425132214	0.0	-0.010000000000000009
2015-08-01	6.895340965654555	9.938369829683698	13.294216701173221	16.7434092634776	0.14	0.04907718663756544	-0.035382280275308986	-0.021625530741353316	-0.018124583994552523	0.010000000000000009	0.010000000000000009
2015-09-01	6.883837661010018	9.956684323369908	13.28493008739076	16.776011560693643	0.14	-0.011503304644536527	0.018314493686210298	-0.009286613782460762	0.03260229721604446	0.0	-0.010000000000000009
2015-10-01	6.857467413674822	9.9480314478252	13.308447903156074	16.75174123337364	0.12	-0.026370247335195884	-0.008652875544708394	0.023517815765313088	-0.02427032732000356	-0.020000000000000018	-0.020000000000000018
2015-11-01	6.818325145839729	10.012865733184436	13.114165689017238	16.679007398273736	0.12	-0.03914226783509278	0.06483428535923608	-0.19428221413883584	-0.07273383509990339	0.0	0.020000000000000018
2015-12-01	6.813621571972182	9.920643664396378	13.113938948995363	16.720045469308214	0.24	-0.004703573867547384	-0.0922220687880575	-0.00022674002187450526	0.04103807103447821	0.12	0.12
2016-01-01	6.854723867456379	9.953370355808925	13.313586302637667	16.981329494896624	0.34	0.04110229548419664	0.032726691412547027	0.19964735364230357	0.26128402558840946	0.10000000000000003	-0.019999999999999962
2016-02-01	6.844791755508173	9.962073382887871	13.51001321003963	17.7306925087108	0.38	-0.009932111948205424	0.00870302707894588	0.196426907401964	0.7493630138141754	0.03999999999999998	-0.06000000000000005
2016-03-01	6.51158106060606	9.981660457385225	13.518506973417571	17.82086815920398	0.36	-0.33321069490211297	0.01958707449735364	0.008493763377940056	0.09017565049317966	-0.020000000000000018	-0.06
2016-04-01	6.459687188434696	10.000419839473143	13.54169860126461	17.77998596913209	0.37	-0.05189387217136421	0.018759382087917942	0.023191627847038987	-0.040882190071890534	0.010000000000000009	0.030000000000000027
2016-05-01	6.905898270251756	9.948223350253807	13.501587610160705	17.805547243003602	0.37	0.4462110818170597	-0.05219648921933562	-0.040110991103905036	0.025561273871513635	0.0	-0.010000000000000009
2016-06-01	7.12222120518688	10.17323210606468	13.780876188418324	18.284878048780485	0.38	0.2163229349351239	0.22500875581087243	0.2792885782576189	0.4793308057768826	0.010000000000000009	0.010000000000000009
2016-07-01	7.409693532818533	10.48121790772042	14.012340662161007	18.673088637251073	0.39	0.28747232763165353	0.3079858016557413	0.2314644737426832	0.38821058847058865	0.010000000000000009	0.0
2016-08-01	7.415675891431612	10.430686851479017	14.018968108344255	18.725051626729005	0.4	0.005982358613079164	-0.05053105624140386	0.006627446183248509	0.0519629894779321	0.010000000000000009	0.0
2016-09-01	7.309269304403318	10.420682593856656	13.99552615321252	18.80164383561644	0.4	-0.1064065870282942	-0.010004257622361123	-0.023441955131735526	0.07659220888743334	0.0	-0.010000000000000009
2016-10-01	7.155384800384801	10.461156528477334	14.06901384239573	18.808550010269048	0.4	-0.15388450401851728	0.040473934620678165	0.07348768918321014	0.006906174652609565	0.0	0.0
2016-11-01	7.026321948889421	10.626164935530085	14.117570806100218	18.7734665882814	0.41	-0.12906285149538022	0.16500840705275088	0.048556963704488254	-0.0350834219876468	0.009999999999999953	0.009999999999999953
2016-12-01	6.989425942156004	10.574707292338896	14.143388450148075	18.831436605316973	0.54	-0.036896006733416975	-0.051457643191188396	0.025817644047856803	0.05797001703557214	0.13000000000000006	0.1200000000000001
2017-01-01	6.922970447631465	10.593491575712621	14.140238904713774	18.479066305818673	0.65	-0.06645549452453903	0.01878428337372462	-0.0031495454343009044	-0.35237029949830045	0.10999999999999999	-0.020000000000000073
2017-02-01	6.9446164739202265	10.640543691703485	14.111862055097529	18.06909398034398	0.66	0.021646026288761888	0.047052115990863896	-0.028376849616245536	-0.4099723254746941	0.010000000000000009	-0.09999999999999998
2017-03-01	6.893785237086525	10.600121526226433	14.140748368044761	18.110767457939616	0.79	-0.05083123683370161	-0.04042216547705202	0.02888631294723254	0.04167347759563711	0.13	0.12
2017-04-01	6.89110229645094	10.622533764284888	14.136295552367288	18.084069239500565	0.9	-0.0026829406355846075	0.022412238058455713	-0.004452815677472799	-0.026698218439051402	0.10999999999999999	-0.020000000000000018
2017-05-01	6.936799809795531	10.557189495458225	14.272662721893491	18.665688052068802	0.91	0.04569751334459049	-0.06534426882666367	0.13636716952620276	0.5816188125682373	0.010000000000000009	-0.09999999999999998
2017-06-01	7.015996470069128	10.566750889988713	14.37513654096229	19.046772499403197	1.04	0.07919666027359717	0.009561394530487988	0.10247381906879838	0.38108444733439484	0.13	0.12
2017-07-01	7.0019612448620085	10.566760062456627	14.345889606150722	19.107410634495086	1.15	-0.014035225207119417	9.172467914098092e-06	-0.02924693481156737	0.060638135091888756	0.10999999999999988	-0.02000000000000013
2017-08-01	6.985308885383807	10.576519034772183	14.36054723695696	19.087508	1.16	-0.01665235947820154	0.00975897231555578	0.014657630806237165	-0.01990263449508589	0.010000000000000009	-0.09999999999999987
2017-09-01	7.08636862745098	10.51879065667695	14.307342195158178	19.013268023587596	1.15	0.10105974206717327	-0.05772837809523246	-0.053205041798781494	-0.07423997641240376	-0.010000000000000009	-0.020000000000000018
2017-10-01	7.113857827476039	10.522347111638151	14.222900293532808	18.95540403155127	1.15	0.027489200025058835	0.003556454961200828	-0.08444190162536991	-0.05786399203632442	0.0	0.010000000000000009
2017-11-01	6.925136533803126	10.513319831983198	14.159044066620401	18.923875141517062	1.16	-0.1887212936729128	-0.009027279654953091	-0.06385622691240656	-0.03152889003420967	0.010000000000000009	0.010000000000000009
2017-12-01	6.8353083235638925	10.52431454716497	14.15896581775927	18.952280408231555	1.3	-0.08982821023923382	0.010994715181771753	-7.824886113105833e-05	0.028405266714493393	0.14000000000000012	0.13000000000000012
2018-01-01	6.77865500934785	10.516662401754706	14.194534883720932	18.959176493330755	1.41	-0.05665331421604236	-0.0076521454102636	0.03556906596166165	0.006896085099199922	0.10999999999999988	-0.03000000000000025
2018-02-01	6.770555486361938	10.53045831202046	14.188890264490714	19.05002990175139	1.42	-0.008099522985911989	0.01379591026575433	-0.005644619230217529	0.09085340842063516	0.010000000000000009	-0.09999999999999987
2018-03-01	6.715374727894682	10.540809179770505	14.160395894428152	19.323733236679956	1.51	-0.05518075846725612	0.010350867750045012	-0.02849437006256217	0.273703334928566	0.09000000000000008	0.08000000000000007
2018-04-01	6.704338970023059	10.562063789868668	14.168836298629438	19.367843168957155	1.69	-0.01103575787162292	0.021254610098162985	0.008440404201286	0.04410993227719828	0.17999999999999994	0.08999999999999986
2018-05-01	6.768701702826519	10.630962232202018	14.457164179104478	19.322808271248288	1.7	0.06436273280345972	0.06889844233334941	0.2883278804750393	-0.045034897708866595	0.010000000000000009	-0.16999999999999993
2018-06-01	6.812492979436543	10.706152809367365	14.628350747613045	19.307152249134948	1.82	0.043791276610024354	0.0751905771653476	0.17118656850856695	-0.015656022113340384	0.1200000000000001	0.1100000000000001
2018-07-01	7.1668788793826534	11.116104527240175	15.085822900484327	19.769436012142517	1.91	0.35438589994611025	0.4099517178728096	0.45747215287128284	0.46228376300756935	0.08999999999999986	-0.03000000000000025
2018-08-01	7.218996976568405	11.161285669241684	15.142618464766567	19.85760335716506	1.91	0.052118097185752	0.04518114200150869	0.05679556428223975	0.0881673450225442	0.0	-0.08999999999999986
2018-09-01	7.2012805625971055	11.191917953667954	15.139769364664927	19.74845895522388	1.95	-0.01771641397129997	0.030632284426269862	-0.0028491001016401896	-0.10914440194117958	0.040000000000000036	0.040000000000000036
2018-10-01	7.228498120038992	11.208417521704813	15.129104518736224	19.79216299416721	2.19	0.027217557441886697	0.016499568036859813	-0.010664845928703315	0.04370403894332853	0.24	0.19999999999999996
2018-11-01	7.536896956485285	11.390483083511779	15.12686942339058	19.632696590118304	2.2	0.30839883644629307	0.1820655618069651	-0.0022350953456431455	-0.15946640404890644	0.010000000000000231	-0.22999999999999976
2018-12-01	7.715209008701586	11.45963094824592	15.107476048212629	19.558346273291928	2.27	0.17831205221630064	0.06914786473414125	-0.01939337517795181	-0.07435031682637572	0.06999999999999984	0.05999999999999961
